order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD005179,P070,8.2,3,Retail,24.599999999999998,casual,Medium,plant-based,Georgia,Tier 1,late-night,protein bar,"high-protein, vegan",Single
ORD023279,P129,14.51,3,Website,43.53,budget,Medium,low-sugar,Calfornia,Tier 2,marathon-prep,electrolyte drink,low-sugar,Single
ORD025810,P051,25.67,2,App,51.34,budget,High,protein,California,Tier 1,late-night,proten shake,"vegan, gluten-free, halal",4-Pack
ORD022485,P001,19.75,3,Website,59.25,budget,High,low-sugar,Georgia,Tier 2,road-trip,electrolyte drink,"nut-free, clean-label",Single
ORD032619,P009,18.45,3,Website,55.349999999999994,casual,Medium,protein,NY,Tier 1,late-night,electrolyte drink,clean-label,Single
ORD030762,P052,7.16,3,Retail,21.48,premium,Medium,protein,Georgia,Tier 3,daily snack,healthy snack,"plant-based, low-sugar, kosher",Single
ORD016816,P079,32.19,2,Gym Kiosk,64.38,fitness,Low,low-sugar,California,Tier 3,religious-fasting,meal replacement,"plant-based, clean-label, halal",Single
ORD027917,P060,118.1,1,Retail,118.1,casual,Low,clean-label,Calfornia,Tier 2,gym,proten shake,"clean-label, jain-friendly, kosher",12-Pack
ORD046242,P073,12.02,1,Website,12.02,premium,High,clean-label,Colorado,Tier 1,late-night,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD046024,P143,12.72,2,Marketplace,25.44,casual,Medium,plant-based,Georgia,Tier 3,late-night,protein bar,"nut-free, kosher, keto-friendly",Single
ORD034658,P091,23.04,2,Retail,46.08,premium,Medium,clean-label,Illinois,Tier 1,road-trip,healthy snack,clean-label,Single
ORD023155,P105,127.1,1,Marketplace,127.1,casual,Low,plant-based,Colorado,Tier 1,late-night,meal replacement,"gluten-free, halal",12-Pack
ORD004873,P015,26.42,1,App,26.42,casual,Medium,clean-label,Colorado,Tier 2,gym,meal replacement,"clean-label, diabetic-friendly",Single
ORD025564,P104,57.73,2,Retail,115.46,budget,Medium,clean-label,Colorado,Tier 2,late-night,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD031994,P054,46.52,4,Website,186.08,premium,Medium,low-sugar,Texas,Tier 1,late-night,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD045563,P034,8.62,1,Retail,8.62,premium,Low,plant-based,Washington,Tier 1,late-night,proten shake,nut-free,Single
ORD003016,P088,13.21,1,Retail,13.21,budget,Low,low-sugar,Texas,Tier 1,religious-fasting,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD013565,P047,10.03,3,Website,30.089999999999996,casual,Medium,low-sugar,Florida,Tier 3,late-night,meal replacement,low-sugar,Single
ORD002942,P120,28.21,2,Website,56.42,casual,High,protein,New York,Tier 1,religious-fasting,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD032777,P046,14.07,1,Retail,14.07,casual,Low,protein,NY,Tier 1,late-night,supplement,"gluten-free, clean-label",Single
ORD015581,P026,24.87,2,Website,49.74,fitness,Medium,protein,California,Tier 3,gym,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD030242,P090,39.65,1,App,39.65,premium,Medium,low-sugar,Colorado,Tier 3,gym,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD003035,P003,9.73,1,Retail,9.73,casual,Medium,plant-based,NY,Unknown,late-night,proten shake,jain-friendly,Single
ORD029778,P118,37.71,2,Gym Kiosk,75.42,casual,High,low-sugar,Georgia,Tier 3,daily snack,healthy snack,"kosher, nut-free, clean-label, vegan",4-Pack
ORD035911,P089,6.93,1,Website,6.93,premium,Medium,protein,Colorado,Tier 2,marathon-prep,electrolyte drink,"gluten-free, plant-based",Single
ORD020858,P100,13.78,2,App,27.56,budget,Low,plant-based,Georgia,Tier 3,marathon-prep,protein bar,"kosher, gluten-free",Single
ORD007735,P130,32.86,6,Website,197.16,fitness,Medium,low-sugar,Georgia,Tier 2,festive,meal replacement,vegan,4-Pack
ORD011266,P039,33.22,1,Marketplace,33.22,casual,Medium,low-sugar,Texas,Tier 2,religious-fasting,protein shake,"halal, kosher, keto-friendly, nut-free",4-Pack
ORD027680,P008,12.33,3,App,36.99,unknown,Low,protein,Texas,Tier 2,on-the-go,protein bar,"diabetic-friendly, kosher",Single
ORD024913,P051,24.43,2,Website,48.86,premium,Medium,protein,NY,Unknown,festive,proten shake,"vegan, gluten-free, halal",4-Pack
ORD034188,P013,14.25,2,App,28.5,casual,Medium,low-sugar,Washington,Tier 3,gym,electrolyte drink,"kosher, diabetic-friendly, clean-label",Single
ORD005368,P076,11.49,1,Retail,11.49,casual,Medium,low-sugar,Washington,Unknown,road-trip,meal replacement,"kosher, gluten-free, plant-based",Single
ORD041933,P128,9.42,5,Retail,47.1,budget,Medium,plant-based,Texas,Tier 2,religious-fasting,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
ORD029862,P145,7.27,1,App,7.27,fitness,Medium,plant-based,Colorado,Tier 2,festive,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD011758,P132,56.73,2,App,113.46,budget,Low,plant-based,New York,Tier 2,festive,proten shake,plant-based,4-Pack
ORD049242,P106,12.74,1,App,12.74,casual,Low,protein,Florida,Tier 1,on-the-go,meal replacement,"halal, jain-friendly",Single
ORD015748,P101,11.97,3,Marketplace,35.910000000000004,budget,Medium,plant-based,Calfornia,Tier 1,late-night,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD031270,P120,21.84,2,Retail,43.68,casual,High,clean-label,New York,Tier 1,daily snack,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD009909,P038,7.71,3,Gym Kiosk,23.13,budget,Medium,plant-based,Illinois,Tier 1,late-night,protein bar,"high-protein, halal",Single
ORD040985,P015,15.01,5,Retail,75.05,fitness,Low,gut-health,Calfornia,Unknown,marathon-prep,meal replacement,"clean-label, diabetic-friendly",Single
ORD048173,P006,6.35,2,Retail,12.7,premium,High,gut-health,Calfornia,Unknown,daily snack,protein shake,"gluten-free, halal, kosher",Single
ORD010768,P076,13.26,3,Website,39.78,fitness,Low,protein,New York,Tier 1,festive,meal replacement,"kosher, gluten-free, plant-based",Single
ORD048546,P096,27.51,1,Gym Kiosk,27.51,fitness,Medium,clean-label,New York,Tier 2,late-night,electrolyte drink,high-protein,4-Pack
ORD049681,P001,22.23,2,Retail,44.46,fitness,Medium,clean-label,Georgia,Unknown,gym,electrolyte drink,"nut-free, clean-label",Single
ORD017931,P142,59.93,2,Website,119.86,budget,Medium,gut-health,New York,Tier 3,festive,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD020028,P113,47.5,3,Retail,142.5,unknown,Medium,low-sugar,Illinois,Tier 1,late-night,meal replacement,vegan,4-Pack
ORD023658,P053,9.46,4,Website,37.84,fitness,Medium,clean-label,Georgia,Tier 2,late-night,healthy snack,vegan,Single
ORD029329,P058,6.22,1,Retail,6.22,budget,Low,plant-based,Georgia,Tier 2,gym,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD007458,P042,7.79,3,App,23.37,budget,Medium,low-sugar,Texas,Tier 2,marathon-prep,electrolyte drink,kosher,Single
ORD014990,P097,23.73,2,Gym Kiosk,47.46,budget,Medium,clean-label,Calfornia,Unknown,gym,protein bar,"vegan, kosher, plant-based, jain-friendly",Single
ORD023739,P126,9.62,2,Gym Kiosk,19.24,premium,Medium,clean-label,Georgia,Tier 2,festive,meal replacement,"nut-free, low-sugar",Single
ORD039296,P091,23.04,1,Retail,23.04,casual,Medium,low-sugar,New York,Unknown,on-the-go,healthy snack,clean-label,Single
ORD039102,P065,14.97,3,Gym Kiosk,44.910000000000004,fitness,Medium,low-sugar,Illinois,Tier 1,late-night,,"nut-free, low-sugar",Single
ORD016204,P036,24.75,1,Gym Kiosk,24.75,premium,Low,protein,Colorado,Tier 1,road-trip,protein bar,high-protein,4-Pack
ORD016077,P095,8.59,1,Marketplace,8.59,fitness,High,low-sugar,Texas,Tier 2,road-trip,protein bar,halal,Single
ORD015758,P044,43.93,3,Retail,131.79,budget,Low,clean-label,Florida,Tier 3,festive,supplement,high-protein,4-Pack
ORD020857,P120,21.84,2,Retail,43.68,fitness,Medium,clean-label,Texas,Tier 1,late-night,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD016639,P028,12.96,6,App,77.76,casual,Low,clean-label,Georgia,Tier 2,road-trip,protein shake,"kosher, plant-based, clean-label, gluten-free",Single
ORD018712,P021,9.42,1,Retail,9.42,budget,Medium,low-sugar,California,Tier 1,road-trip,healthy snack,diabetic-friendly,Single
ORD034593,P095,8.59,3,Gym Kiosk,25.77,fitness,Low,clean-label,New York,Tier 2,daily snack,protein bar,halal,Single
ORD039574,P129,14.51,1,Website,14.51,casual,Medium,gut-health,Colorado,Unknown,daily snack,electrolyte drink,low-sugar,Single
ORD038553,P064,80.25,1,Marketplace,80.25,fitness,Medium,low-sugar,Texas,Tier 2,gym,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD046517,P140,11.13,4,Marketplace,44.52,budget,Low,gut-health,Washington,Tier 1,gym,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD027941,P076,14.22,2,App,28.44,fitness,Low,protein,Washington,Tier 2,gym,meal replacement,"kosher, gluten-free, plant-based",Single
ORD013546,P128,17.74,2,App,35.48,fitness,High,plant-based,California,Unknown,daily snack,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
ORD024708,P135,14.01,2,Gym Kiosk,28.02,casual,Medium,protein,Colorado,Tier 2,on-the-go,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD011945,P150,12.52,3,Website,37.56,casual,Low,gut-health,Florida,Tier 3,on-the-go,meal replacement,"halal, low-sugar",Single
ORD039961,P031,5.15,3,Retail,15.450000000000001,casual,High,clean-label,California,Unknown,daily snack,healthy snack,"diabetic-friendly, jain-friendly",Single
ORD041622,P008,16.2,2,Marketplace,32.4,casual,Medium,plant-based,Washington,Tier 3,religious-fasting,protein bar,"diabetic-friendly, kosher",Single
ORD015480,P002,11.27,3,App,33.81,casual,High,protein,Illinois,Tier 2,marathon-prep,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD004577,P142,66.73,2,Website,133.46,fitness,Medium,plant-based,Florida,Tier 3,religious-fasting,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD020523,P044,43.93,2,Retail,87.86,unknown,Medium,plant-based,Illinois,Tier 3,late-night,supplement,high-protein,4-Pack
ORD040619,P063,174.42,3,Retail,523.26,premium,Low,plant-based,Washington,Tier 1,late-night,protein bar,"low-sugar, keto-friendly, jain-friendly",12-Pack
ORD012624,P066,14.23,2,Website,28.46,premium,Medium,plant-based,Washington,Unknown,gym,protein bar,"nut-free, gluten-free, kosher",Single
ORD008498,P127,76.87,6,Retail,461.22,premium,High,protein,Georgia,Tier 1,late-night,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD014328,P088,11.94,5,Marketplace,59.699999999999996,fitness,High,plant-based,Illinois,Tier 1,late-night,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD049121,P150,12.52,2,Gym Kiosk,25.04,fitness,High,plant-based,Florida,Tier 1,late-night,meal replacement,"halal, low-sugar",Single
ORD012900,P095,10.09,1,Website,10.09,premium,Medium,plant-based,Florida,Tier 3,marathon-prep,protein bar,halal,Single
ORD026319,P090,31.78,2,Website,63.56,fitness,High,plant-based,Florida,Tier 1,road-trip,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD013129,P114,21.17,1,App,21.17,premium,Medium,protein,Florida,Tier 2,on-the-go,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD029277,P038,9.29,2,App,18.58,casual,Medium,plant-based,Colorado,Tier 1,festive,protein bar,"high-protein, halal",Single
ORD036436,P132,54.25,2,Website,108.5,fitness,Medium,low-sugar,NY,Unknown,religious-fasting,proten shake,plant-based,4-Pack
ORD004390,P068,15.7,3,Marketplace,47.099999999999994,budget,Low,plant-based,Colorado,Tier 3,daily snack,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD015048,P106,9.72,3,Gym Kiosk,29.160000000000004,casual,Medium,protein,New York,Tier 3,daily snack,meal replacement,"halal, jain-friendly",Single
ORD014020,P002,14.38,2,Gym Kiosk,28.76,premium,Medium,plant-based,New York,Tier 2,daily snack,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD009394,P110,44.66,2,Retail,89.32,budget,Medium,low-sugar,Illinois,Tier 3,daily snack,protein bar,"gluten-free, halal",4-Pack
ORD010061,P093,13.47,3,Marketplace,40.410000000000004,fitness,High,gut-health,Georgia,Unknown,gym,protein bar,halal,Single
ORD045716,P082,8.0,2,Website,16.0,unknown,Low,protein,Illinois,Tier 3,religious-fasting,protein bar,nut-free,Single
ORD008744,P003,9.59,2,Gym Kiosk,19.18,fitness,Medium,clean-label,Colorado,Tier 1,late-night,proten shake,jain-friendly,Single
ORD001640,P031,5.31,2,Marketplace,10.62,fitness,Medium,protein,Colorado,Tier 2,festive,healthy snack,"diabetic-friendly, jain-friendly",Single
ORD016905,P006,6.25,2,Gym Kiosk,12.5,budget,Medium,clean-label,Illinois,Tier 3,festive,protein shake,"gluten-free, halal, kosher",Single
ORD025122,P004,40.34,1,Website,40.34,fitness,Medium,gut-health,California,Tier 1,daily snack,healthy snack,vegan,4-Pack
ORD038595,P046,14.07,3,Retail,42.21,premium,High,gut-health,New York,Tier 1,road-trip,supplement,"gluten-free, clean-label",Single
ORD004514,P069,8.65,6,Website,51.900000000000006,fitness,Low,gut-health,Georgia,Tier 3,religious-fasting,meal replacement,plant-based,Single
ORD002020,P136,25.58,1,Website,25.58,fitness,Medium,plant-based,California,Tier 3,gym,electrolyte drink,"high-protein, nut-free",4-Pack
ORD049668,P016,13.96,3,App,41.88,fitness,Low,clean-label,Calfornia,Tier 3,gym,protein shake,nut-free,Single
ORD043696,P006,5.13,1,Retail,5.13,casual,Medium,clean-label,Illinois,Tier 2,gym,protein shake,"gluten-free, halal, kosher",Single
ORD034561,P088,15.26,1,Retail,15.26,budget,Medium,low-sugar,Texas,Tier 1,late-night,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD009219,P149,21.68,2,Retail,43.36,budget,Low,plant-based,Florida,Tier 2,festive,protein bar,clean-label,Single
ORD021544,P058,5.32,3,Website,15.96,premium,Low,gut-health,NY,Tier 1,late-night,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD032800,P007,104.72,4,Retail,418.88,casual,Medium,low-sugar,Texas,Tier 1,late-night,supplement,"keto-friendly, plant-based",12-Pack
ORD019654,P123,9.63,2,Gym Kiosk,19.26,budget,High,plant-based,Florida,Tier 3,religious-fasting,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD038874,P134,21.74,3,Retail,65.22,fitness,Medium,gut-health,Colorado,Tier 1,festive,protein bar,"clean-label, high-protein, nut-free",Single
ORD026753,P061,40.66,2,Website,81.32,budget,Medium,plant-based,California,Tier 1,late-night,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD002159,P033,19.53,2,Website,39.06,premium,Low,plant-based,Illinois,Tier 3,marathon-prep,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD026979,P136,31.85,1,Gym Kiosk,31.85,casual,High,plant-based,Colorado,Tier 1,religious-fasting,electrolyte drink,"high-protein, nut-free",4-Pack
ORD027462,P013,11.51,3,Marketplace,34.53,fitness,Low,clean-label,Illinois,Tier 2,festive,electrolyte drink,"kosher, diabetic-friendly, clean-label",Single
ORD024234,P043,21.39,1,Website,21.39,budget,High,plant-based,Calfornia,Tier 3,festive,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD042867,P073,12.02,1,App,12.02,premium,Low,clean-label,Calfornia,Tier 2,late-night,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD022910,P127,165.05,2,Gym Kiosk,330.1,premium,Low,plant-based,California,Tier 2,gym,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD047736,P047,10.03,2,App,20.06,budget,Low,gut-health,Illinois,Tier 2,religious-fasting,meal replacement,low-sugar,Single
ORD042271,P054,57.26,3,Marketplace,171.78,premium,High,protein,Washington,Tier 2,road-trip,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD013901,P076,13.5,1,App,13.5,casual,Medium,plant-based,Calfornia,Tier 1,late-night,meal replacement,"kosher, gluten-free, plant-based",Single
ORD007346,P026,17.57,6,Retail,105.42,budget,Medium,low-sugar,Texas,Tier 2,religious-fasting,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD031447,P026,25.84,1,App,25.84,fitness,High,clean-label,Florida,Tier 1,on-the-go,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD014332,P125,52.09,2,Marketplace,104.18,budget,Low,protein,Calfornia,Tier 1,late-night,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD042974,P127,86.37,4,Marketplace,345.48,premium,High,plant-based,New York,Tier 3,marathon-prep,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD049709,P130,47.65,3,Website,142.95,fitness,Low,clean-label,Calfornia,Tier 3,late-night,meal replacement,vegan,4-Pack
ORD003387,P041,6.59,230,Gym Kiosk,1515.7,unknown,Medium,gut-health,Florida,Tier 1,religious-fasting,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD005060,P073,14.04,3,Website,42.12,casual,Low,low-sugar,Texas,Tier 3,festive,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD039705,P062,17.86,2,Retail,35.72,casual,Medium,plant-based,Washington,Tier 1,road-trip,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD017985,P009,18.45,1,App,18.45,casual,Low,plant-based,Florida,Tier 1,late-night,electrolyte drink,clean-label,Single
ORD007978,P107,8.04,3,App,24.119999999999997,premium,Low,low-sugar,Illinois,Unknown,gym,electrolyte drink,plant-based,Single
ORD033218,P064,98.17,2,Gym Kiosk,196.34,budget,Medium,protein,Florida,Tier 2,religious-fasting,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD007650,P008,16.86,1,Gym Kiosk,16.86,premium,Low,low-sugar,Georgia,Tier 2,marathon-prep,protein bar,"diabetic-friendly, kosher",Single
ORD013828,P096,27.51,1,App,27.51,budget,Medium,clean-label,California,Tier 3,on-the-go,electrolyte drink,high-protein,4-Pack
ORD017903,P056,14.69,1,App,14.69,casual,Medium,plant-based,Florida,Tier 2,daily snack,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD001110,P075,61.15,1,Gym Kiosk,61.15,casual,Low,gut-health,Washington,Unknown,road-trip,meal replacement,"halal, clean-label, gluten-free, vegan",4-Pack
ORD011160,P037,55.87,2,Gym Kiosk,111.74,casual,Medium,gut-health,New York,Tier 3,festive,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD001647,P025,49.25,1,Website,49.25,premium,Medium,clean-label,Washington,Tier 3,festive,meal replacement,"keto-friendly, vegan, low-sugar, diabetic-friendly",4-Pack
ORD019233,P073,15.21,2,Marketplace,30.42,premium,Medium,low-sugar,New York,Tier 1,late-night,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD004892,P079,21.03,3,Marketplace,63.09,budget,High,clean-label,Georgia,Tier 3,religious-fasting,meal replacement,"plant-based, clean-label, halal",Single
ORD011209,P071,15.5,2,Website,31.0,fitness,Low,plant-based,California,Unknown,late-night,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD022490,P038,7.71,3,Gym Kiosk,23.13,premium,Medium,gut-health,NY,Tier 2,late-night,protein bar,"high-protein, halal",Single
ORD013451,P014,32.55,1,Gym Kiosk,32.55,casual,Medium,protein,Illinois,Tier 1,late-night,protein shake,"keto-friendly, gluten-free",4-Pack
ORD032953,P077,138.24,3,App,414.72,fitness,High,low-sugar,Florida,Tier 1,daily snack,protein bar,diabetic-friendly,12-Pack
ORD015133,P035,16.58,3,Website,49.739999999999995,premium,Medium,low-sugar,California,Tier 3,gym,proten shake,"clean-label, vegan, keto-friendly, jain-friendly",Single
